tag rawPosX rawPosY rawPosZ rawRotX rawRotY rawRotZ rawRotW scale
rHand -0.0753835 1.48742 0.901485 0.605998 0.773559 -0.147485 0.112342 1.04192
rForeArm -0.0714908 1.48575 0.534591 0.456883 0.580464 -0.407534 0.536875 1.04192
lFoot -0.0573044 0.00937903 -0.192886 0.143102 0.108273 -0.823412 0.538322 1.04192
rFoot -0.0596995 -0.00284719 0.166954 0.815297 0.559058 -0.000559396 0.150813 1.04192
head 0.056421 1.69887 -0.0351076 0.0834113 -0.694412 0.056559 0.712486 1.04192
hip -0.0290426 1.02016 0.13918 0.761359 0.635092 0.0131547 0.129684 1.04192
lHand 0.0237966 1.42703 -0.951315 0.282844 -0.034581 -0.475756 0.832142 1.04192
lForeArm -0.0412261 1.44413 -0.600823 0.474274 0.440563 -0.472458 0.598124 1.04192
rHand -0.0720459 1.48591 0.900263 0.599059 0.776927 -0.15292 0.118867 1.04192
rForeArm -0.0707815 1.48203 0.534285 0.452855 0.585118 -0.406307 0.536166 1.04192
lFoot -0.0580733 0.00935423 -0.192148 0.147872 0.107842 -0.82503 0.53463 1.04192
rFoot -0.0597934 -0.0029093 0.167078 0.816377 0.557471 -0.00104297 0.150839 1.04192
head 0.0568297 1.69884 -0.0357692 0.0824533 -0.694752 0.0560577 0.712305 1.04192
hip -0.029874 1.02039 0.138508 0.761187 0.635247 0.0122442 0.130023 1.04192
lHand 0.0264139 1.42604 -0.950517 0.287511 -0.0339057 -0.470056 0.833808 1.04192
lForeArm -0.0414903 1.4406 -0.600468 0.47766 0.439473 -0.468448 0.599384 1.04192
rHand -0.0674874 1.48286 0.898708 0.591406 0.78221 -0.158102 0.115718 1.04192
rForeArm -0.0705309 1.47823 0.533339 0.44796 0.588925 -0.40619 0.536199 1.04192
lFoot -0.0583637 0.00920284 -0.191912 0.150966 0.107735 -0.826201 0.531972 1.04192
rFoot -0.0597383 -0.00310266 0.166861 0.817549 0.555886 -0.00300005 0.150317 1.04192
head 0.0573843 1.69874 -0.0363445 0.0810199 -0.695039 0.0555602 0.712228 1.04192
hip -0.0308717 1.02069 0.137642 0.761224 0.635091 0.010035 0.130751 1.04192
lHand 0.0299189 1.42483 -0.949315 0.292511 -0.0329307 -0.461371 0.836952 1.04192
lForeArm -0.041701 1.43687 -0.600074 0.48157 0.438073 -0.465082 0.599901 1.04192
rHand -0.0626283 1.47922 0.897736 0.584337 0.78759 -0.162328 0.109097 1.04192
rForeArm -0.0701088 1.47385 0.532328 0.439826 0.593571 -0.404629 0.538982 1.04192
lFoot -0.0589128 0.009161 -0.191627 0.153596 0.107824 -0.827728 0.528818 1.04192
